| kind | epoch | fold | iteration | loss |
|:--:|:--:|:--:|:--:|:--:|
| train | 0 | 0 | 19 | 2.024466574192047 | 
| train | 0 | 0 | 39 | 2.0134195566177366 | 
| train | 0 | 0 | 59 | 2.0194477061430613 | 
| train | 0 | 0 | 79 | 2.0119310542941093 | 
| train | 0 | 0 | 99 | 2.0016594743728637 | 
| train | 0 | 0 | 119 | 2.0021866083145143 | 
| train | 0 | 0 | 139 | 2.008236633028303 | 
| train | 0 | 0 | 159 | 1.9962833009660244 | 
| train | 0 | 0 | 179 | 1.9877375861008961 | 
| train | 0 | 0 | 199 | 1.9868253964185714 | 
| train | 0 | 0 | 219 | 1.9868417452682148 | 
| train | 0 | 0 | 239 | 1.991142664849758 | 
| train | 0 | 0 | 259 | 1.991621648806792 | 
| train | 0 | 0 | 279 | 1.9872951107365744 | 
| train | 0 | 0 | 299 | 1.9853092122077942 | 
| train | 0 | 0 | 319 | 1.98537459038198 | 
| train | 0 | 0 | 339 | 1.9813616559785956 | 
| train | 0 | 0 | 359 | 1.9802343941397138 | 
| train | 0 | 0 | 379 | 1.9814980042608161 | 
| train | 0 | 0 | 399 | 1.9788633078336715 | 
| train | 0 | 0 | 419 | 1.9794286645594097 | 
| train | 0 | 0 | 439 | 1.9805024347522042 | 
| train | 0 | 0 | 459 | 1.9828959444294805 | 
| train | 0 | 0 | 479 | 1.982121813048919 | 
| train | 0 | 0 | 499 | 1.9813440959453583 | 
| train | 0 | 0 | 519 | 1.9821060267778543 | 
| train | 0 | 0 | 539 | 1.983131644902406 | 
| train | 0 | 0 | 559 | 1.9837696064795767 | 
| train | 0 | 0 | 579 | 1.9834076774531397 | 
| train | 0 | 0 | 599 | 1.9833141771952312 | 
| train | 0 | 0 | 619 | 1.9835798430827356 | 
| train | 0 | 0 | 639 | 1.9859111508354546 | 
| train | 0 | 0 | 659 | 1.9862536009513971 | 
| train | 0 | 0 | 679 | 1.98594649328905 | 
| train | 0 | 0 | 699 | 1.9832870898927961 | 
| train | 0 | 0 | 719 | 1.9838627220855818 | 
| train | 0 | 0 | 739 | 1.9832933851190515 | 
| train | 0 | 0 | 759 | 1.9839142986034093 | 
| train | 0 | 0 | 779 | 1.9858926996206625 | 
| train | 0 | 0 | 799 | 1.9862630088627338 | 
| train | 0 | 0 | 819 | 1.985910786361229 | 
| train | 0 | 0 | 839 | 1.9845817927803313 | 
| train | 0 | 0 | 859 | 1.9838743546674418 | 
| train | 0 | 0 | 879 | 1.984285003488714 | 
| train | 0 | 0 | 899 | 1.984792888826794 | 
| train | 0 | 0 | 919 | 1.985966639544653 | 
| train | 0 | 0 | 939 | 1.9857477089192004 | 
| train | 0 | 0 | 959 | 1.9861267631252606 | 
| train | 0 | 0 | 979 | 1.9853803320806853 | 
| train | 0 | 0 | 999 | 1.9854933156967163 | 
| train | 0 | 0 | 1019 | 1.9855477975864035 | 
| train | 0 | 0 | 1039 | 1.9860680934328299 | 
| train | 0 | 0 | 1059 | 1.9856389608023302 | 
| train | 0 | 0 | 1079 | 1.9852980826739912 | 
| train | 0 | 0 | 1099 | 1.98489851528948 | 
| train | 0 | 0 | 1119 | 1.9855291799775192 | 
| train | 0 | 0 | 1139 | 1.9858028325072505 | 
| train | 0 | 0 | 1159 | 1.9852593006758854 | 
| train | 0 | 0 | 1179 | 1.9852207437410192 | 
| train | 0 | 0 | 1199 | 1.9855565556883812 | 
| train | 0 | 0 | 1219 | 1.9847199808378688 | 
| train | 0 | 0 | 1239 | 1.9841736805054448 | 
| train | 0 | 0 | 1259 | 1.9828814531129504 | 
| train | 0 | 0 | 1279 | 1.9826774566434324 | 
| train | 0 | 0 | 1299 | 1.9826701149573693 | 
| train | 0 | 0 | 1319 | 1.9823434878479351 | 
| train | 0 | 0 | 1339 | 1.982391819402353 | 
| train | 0 | 0 | 1359 | 1.9824506970889428 | 
| train | 0 | 0 | 1379 | 1.982281354026518 | 
| train | 0 | 0 | 1399 | 1.9821855919701712 | 
| train | 0 | 0 | 1419 | 1.9817020255075375 | 
| train | 0 | 0 | 1439 | 1.9816016073028246 | 
| train | 0 | 0 | 1459 | 1.9815420653722058 | 
| train | 0 | 0 | 1479 | 1.9816181727357813 | 
| train | 0 | 0 | 1499 | 1.9818592437903086 | 
| train | 0 | 0 | --- | 1.9812255453698084 | 
| val | 0 | 0 | --- | 1.947615623474121 | 
| train | 0 | 1 | 19 | 1.9844784438610077 | 
| train | 0 | 1 | 39 | 1.976738229393959 | 
| train | 0 | 1 | 59 | 1.9917998651663462 | 
| train | 0 | 1 | 79 | 1.978531837463379 | 
| train | 0 | 1 | 99 | 1.977255368232727 | 
| train | 0 | 1 | 119 | 1.9797501593828202 | 
| train | 0 | 1 | 139 | 1.982596265418189 | 
| train | 0 | 1 | 159 | 1.9719580449163914 | 
| train | 0 | 1 | 179 | 1.9674012694093916 | 
| train | 0 | 1 | 199 | 1.9669790595769883 | 
| train | 0 | 1 | 219 | 1.9668302135034041 | 
| train | 0 | 1 | 239 | 1.9697272847096126 | 
| train | 0 | 1 | 259 | 1.969549327171766 | 
| train | 0 | 1 | 279 | 1.9662218804870333 | 
| train | 0 | 1 | 299 | 1.9637205616633098 | 
| train | 0 | 1 | 319 | 1.9615672133862971 | 
| train | 0 | 1 | 339 | 1.9585486636442297 | 
| train | 0 | 1 | 359 | 1.9591474572817484 | 
| train | 0 | 1 | 379 | 1.9624403871987994 | 
| train | 0 | 1 | 399 | 1.96212590187788 | 
| train | 0 | 1 | 419 | 1.9631238996982574 | 
| train | 0 | 1 | 439 | 1.963114952228286 | 
| train | 0 | 1 | 459 | 1.9652744557546533 | 
| train | 0 | 1 | 479 | 1.9647019100685914 | 
| train | 0 | 1 | 499 | 1.9648519411087035 | 
| train | 0 | 1 | 519 | 1.9645674810959743 | 
| train | 0 | 1 | 539 | 1.965685780843099 | 
| train | 0 | 1 | 559 | 1.9662459839667592 | 
| train | 0 | 1 | 579 | 1.9652507395579897 | 
| train | 0 | 1 | 599 | 1.9651235564549765 | 
| train | 0 | 1 | 619 | 1.965904156431075 | 
| train | 0 | 1 | 639 | 1.9667420918121934 | 
| train | 0 | 1 | 659 | 1.9663702571030819 | 
| train | 0 | 1 | 679 | 1.9667165928027208 | 
| train | 0 | 1 | 699 | 1.9662180624689374 | 
| train | 0 | 1 | 719 | 1.9668530674444304 | 
| train | 0 | 1 | 739 | 1.9663081107912836 | 
| train | 0 | 1 | 759 | 1.966240676453239 | 
| train | 0 | 1 | 779 | 1.9683600986615206 | 
| train | 0 | 1 | 799 | 1.9689611068367958 | 
| train | 0 | 1 | 819 | 1.9681554318928136 | 
| train | 0 | 1 | 839 | 1.967692473672685 | 
| train | 0 | 1 | 859 | 1.9669665995032288 | 
| train | 0 | 1 | 879 | 1.9674870744347572 | 
| train | 0 | 1 | 899 | 1.9678491784466638 | 
| train | 0 | 1 | 919 | 1.9682895770539408 | 
| train | 0 | 1 | 939 | 1.968462863120627 | 
| train | 0 | 1 | 959 | 1.9681509306033453 | 
| train | 0 | 1 | 979 | 1.9679836877754757 | 
| train | 0 | 1 | 999 | 1.9681002478599547 | 
| train | 0 | 1 | 1019 | 1.9678894776923983 | 
| train | 0 | 1 | 1039 | 1.9679994945342725 | 
| train | 0 | 1 | 1059 | 1.967827763759865 | 
| train | 0 | 1 | 1079 | 1.9683136584582153 | 
| train | 0 | 1 | 1099 | 1.9673817094889554 | 
| train | 0 | 1 | 1119 | 1.967799746883767 | 
| train | 0 | 1 | 1139 | 1.9677312087594416 | 
| train | 0 | 1 | 1159 | 1.9669255227878175 | 
| train | 0 | 1 | 1179 | 1.9664212822914124 | 
| train | 0 | 1 | 1199 | 1.9667027189334234 | 
| train | 0 | 1 | 1219 | 1.9655211882513077 | 
| train | 0 | 1 | 1239 | 1.9654852753685366 | 
| train | 0 | 1 | 1259 | 1.9642400597769116 | 
| train | 0 | 1 | 1279 | 1.9648740416392685 | 
| train | 0 | 1 | 1299 | 1.9650822482659267 | 
| train | 0 | 1 | 1319 | 1.9649063647696465 | 
| train | 0 | 1 | 1339 | 1.9650622162356306 | 
| train | 0 | 1 | 1359 | 1.9651233044617316 | 
| train | 0 | 1 | 1379 | 1.964758898296218 | 
| train | 0 | 1 | 1399 | 1.9650176865713938 | 
| train | 0 | 1 | 1419 | 1.9647322992203942 | 
| train | 0 | 1 | 1439 | 1.9650174354513485 | 
| train | 0 | 1 | 1459 | 1.9645225273419733 | 
| train | 0 | 1 | 1479 | 1.9640950662058754 | 
| train | 0 | 1 | 1499 | 1.9643440452416738 | 
| train | 0 | 1 | --- | 1.9636599514819557 | 
| val | 0 | 1 | --- | 1.9314326047897339 | 
| train | 0 | 2 | 19 | 1.9826559960842132 | 
| train | 0 | 2 | 39 | 1.9687072426080703 | 
| train | 0 | 2 | 59 | 1.9713133732477823 | 
| train | 0 | 2 | 79 | 1.968552689254284 | 
| train | 0 | 2 | 99 | 1.9694167602062225 | 
| train | 0 | 2 | 119 | 1.9710282186667125 | 
| train | 0 | 2 | 139 | 1.9763612636498042 | 
| train | 0 | 2 | 159 | 1.9653656877577306 | 
| train | 0 | 2 | 179 | 1.9605259385373857 | 
| train | 0 | 2 | 199 | 1.956334980726242 | 
| train | 0 | 2 | 219 | 1.9565296536142176 | 
| train | 0 | 2 | 239 | 1.957698403298855 | 
| train | 0 | 2 | 259 | 1.9580128490924835 | 
| train | 0 | 2 | 279 | 1.9531668663024901 | 
| train | 0 | 2 | 299 | 1.95264621535937 | 
| train | 0 | 2 | 319 | 1.9507290527224541 | 
| train | 0 | 2 | 339 | 1.9466173978412853 | 
| train | 0 | 2 | 359 | 1.9468046857251062 | 
| train | 0 | 2 | 379 | 1.9489665975696162 | 
| train | 0 | 2 | 399 | 1.9468239352107048 | 
| train | 0 | 2 | 419 | 1.9468634208043416 | 
| train | 0 | 2 | 439 | 1.9468239231543107 | 
| train | 0 | 2 | 459 | 1.9481994032859802 | 
| train | 0 | 2 | 479 | 1.9482885405421257 | 
| train | 0 | 2 | 499 | 1.947971184015274 | 
| train | 0 | 2 | 519 | 1.949226982318438 | 
| train | 0 | 2 | 539 | 1.9494180626339384 | 
| train | 0 | 2 | 559 | 1.9498688589249338 | 
| train | 0 | 2 | 579 | 1.949300100474522 | 
| train | 0 | 2 | 599 | 1.9494453144073487 | 
| train | 0 | 2 | 619 | 1.9499487438509542 | 
| train | 0 | 2 | 639 | 1.9523519642651082 | 
| train | 0 | 2 | 659 | 1.9523015733921167 | 
| train | 0 | 2 | 679 | 1.952653159288799 | 
| train | 0 | 2 | 699 | 1.9514621310574667 | 
| train | 0 | 2 | 719 | 1.9512380965881877 | 
| train | 0 | 2 | 739 | 1.9503140731437787 | 
| train | 0 | 2 | 759 | 1.949697354592775 | 
| train | 0 | 2 | 779 | 1.9518653725966428 | 
| train | 0 | 2 | 799 | 1.9521431152522564 | 
| train | 0 | 2 | 819 | 1.9510173599894454 | 
| train | 0 | 2 | 839 | 1.9502852729388647 | 
| train | 0 | 2 | 859 | 1.9493690702804298 | 
| train | 0 | 2 | 879 | 1.9504922400821338 | 
| train | 0 | 2 | 899 | 1.9504967337184482 | 
| train | 0 | 2 | 919 | 1.9505527377128602 | 
| train | 0 | 2 | 939 | 1.9500501078494052 | 
| train | 0 | 2 | 959 | 1.9500195868313313 | 
| train | 0 | 2 | 979 | 1.9496615241984931 | 
| train | 0 | 2 | 999 | 1.9502365653514862 | 
| train | 0 | 2 | 1019 | 1.9502141839148952 | 
| train | 0 | 2 | 1039 | 1.950423261179374 | 
| train | 0 | 2 | 1059 | 1.9501349367060752 | 
| train | 0 | 2 | 1079 | 1.9504513017557286 | 
| train | 0 | 2 | 1099 | 1.9498024095188489 | 
| train | 0 | 2 | 1119 | 1.949859680980444 | 
| train | 0 | 2 | 1139 | 1.9494100014368694 | 
| train | 0 | 2 | 1159 | 1.9492507332357867 | 
| train | 0 | 2 | 1179 | 1.9493142648268553 | 
| train | 0 | 2 | 1199 | 1.949543712735176 | 
| train | 0 | 2 | 1219 | 1.947771413306721 | 
| train | 0 | 2 | 1239 | 1.9475739079137002 | 
| train | 0 | 2 | 1259 | 1.9466434572424207 | 
| train | 0 | 2 | 1279 | 1.946978941373527 | 
| train | 0 | 2 | 1299 | 1.9472146423046406 | 
| train | 0 | 2 | 1319 | 1.9463443251270236 | 
| train | 0 | 2 | 1339 | 1.9465734061020523 | 
| train | 0 | 2 | 1359 | 1.9460587393711595 | 
| train | 0 | 2 | 1379 | 1.9458541750907898 | 
| train | 0 | 2 | 1399 | 1.9461708411148617 | 
| train | 0 | 2 | 1419 | 1.9456586731991299 | 
| train | 0 | 2 | 1439 | 1.945826967805624 | 
| train | 0 | 2 | 1459 | 1.9453693485423311 | 
| train | 0 | 2 | 1479 | 1.945591213896468 | 
| train | 0 | 2 | 1499 | 1.9454695457617441 | 
| train | 0 | 2 | --- | 1.9446569475867128 | 
| val | 0 | 2 | --- | 1.921644687652588 | 
| train | 0 | 3 | 19 | 1.973419612646103 | 
| train | 0 | 3 | 39 | 1.9603296130895616 | 
| train | 0 | 3 | 59 | 1.9748953382174175 | 
| train | 0 | 3 | 79 | 1.9677016094326973 | 
| train | 0 | 3 | 99 | 1.9642507541179657 | 
| train | 0 | 3 | 119 | 1.9636861830949783 | 
| train | 0 | 3 | 139 | 1.9663573750427792 | 
| train | 0 | 3 | 159 | 1.9576523274183273 | 
| train | 0 | 3 | 179 | 1.9519955628448062 | 
| train | 0 | 3 | 199 | 1.9477806669473647 | 
| train | 0 | 3 | 219 | 1.9479579063979062 | 
| train | 0 | 3 | 239 | 1.9490588029225668 | 
| train | 0 | 3 | 259 | 1.947253589446728 | 
| train | 0 | 3 | 279 | 1.9434845690216338 | 
| train | 0 | 3 | 299 | 1.9414678120613098 | 
| train | 0 | 3 | 319 | 1.9403818041086196 | 
| train | 0 | 3 | 339 | 1.936324635323356 | 
| train | 0 | 3 | 359 | 1.9359034713771608 | 
| train | 0 | 3 | 379 | 1.9381909997839677 | 
| train | 0 | 3 | 399 | 1.935454886853695 | 
| train | 0 | 3 | 419 | 1.9354998117401487 | 
| train | 0 | 3 | 439 | 1.9368593419140034 | 
| train | 0 | 3 | 459 | 1.9381458572719408 | 
| train | 0 | 3 | 479 | 1.937385614713033 | 
| train | 0 | 3 | 499 | 1.9372011077404023 | 
| train | 0 | 3 | 519 | 1.9370241309587772 | 
| train | 0 | 3 | 539 | 1.9369760791460673 | 
| train | 0 | 3 | 559 | 1.9369151681661605 | 
| train | 0 | 3 | 579 | 1.935664141794731 | 
| train | 0 | 3 | 599 | 1.9360769027471543 | 
| train | 0 | 3 | 619 | 1.9352844640131919 | 
| train | 0 | 3 | 639 | 1.9378863340243697 | 
| train | 0 | 3 | 659 | 1.9380508682944557 | 
| train | 0 | 3 | 679 | 1.9394007773960338 | 
| train | 0 | 3 | 699 | 1.9378720601967403 | 
| train | 0 | 3 | 719 | 1.9384129479527474 | 
| train | 0 | 3 | 739 | 1.9378594058590966 | 
| train | 0 | 3 | 759 | 1.9383524093188738 | 
| train | 0 | 3 | 779 | 1.940441688665977 | 
| train | 0 | 3 | 799 | 1.9412116757035256 | 
| train | 0 | 3 | 819 | 1.9409260967882669 | 
| train | 0 | 3 | 839 | 1.9400682704789298 | 
| train | 0 | 3 | 859 | 1.9388184583464334 | 
| train | 0 | 3 | 879 | 1.9391502079638567 | 
| train | 0 | 3 | 899 | 1.9398419809341432 | 
| train | 0 | 3 | 919 | 1.94051820596923 | 
| train | 0 | 3 | 939 | 1.939646255209091 | 
| train | 0 | 3 | 959 | 1.939806450655063 | 
| train | 0 | 3 | 979 | 1.9395471227412322 | 
| train | 0 | 3 | 999 | 1.939468605041504 | 
| train | 0 | 3 | 1019 | 1.9390641384265002 | 
| train | 0 | 3 | 1039 | 1.940020701976923 | 
| train | 0 | 3 | 1059 | 1.9399707046319854 | 
| train | 0 | 3 | 1079 | 1.939886904976986 | 
| train | 0 | 3 | 1099 | 1.939341604492881 | 
| train | 0 | 3 | 1119 | 1.9402151431356158 | 
| train | 0 | 3 | 1139 | 1.9400590546298446 | 
| train | 0 | 3 | 1159 | 1.939035874296879 | 
| train | 0 | 3 | 1179 | 1.9380244557130135 | 
| train | 0 | 3 | 1199 | 1.9378215604027111 | 
| train | 0 | 3 | 1219 | 1.9364379376661582 | 
| train | 0 | 3 | 1239 | 1.9361351451566142 | 
| train | 0 | 3 | 1259 | 1.9352471918340712 | 
| train | 0 | 3 | 1279 | 1.9354348606429994 | 
| train | 0 | 3 | 1299 | 1.9352590363759261 | 
| train | 0 | 3 | 1319 | 1.934978330677206 | 
| train | 0 | 3 | 1339 | 1.9347716266539559 | 
| train | 0 | 3 | 1359 | 1.9347661934354725 | 
| train | 0 | 3 | 1379 | 1.9348330387170765 | 
| train | 0 | 3 | 1399 | 1.9353435792241778 | 
| train | 0 | 3 | 1419 | 1.934983242397577 | 
| train | 0 | 3 | 1439 | 1.9349572263658046 | 
| train | 0 | 3 | 1459 | 1.934496948082153 | 
| train | 0 | 3 | 1479 | 1.9345524156415785 | 
| train | 0 | 3 | 1499 | 1.9347015197277069 | 
| train | 0 | 3 | --- | 1.9339937226999449 | 
| val | 0 | 3 | --- | 1.9000437259674072 | 
| train | 0 | 4 | 19 | 1.965440958738327 | 
| train | 0 | 4 | 39 | 1.9541234582662583 | 
| train | 0 | 4 | 59 | 1.9599582691987356 | 
| train | 0 | 4 | 79 | 1.9554200023412704 | 
| train | 0 | 4 | 99 | 1.9497274339199067 | 
| train | 0 | 4 | 119 | 1.9481514006853105 | 
| train | 0 | 4 | 139 | 1.9510044949395315 | 
| train | 0 | 4 | 159 | 1.9433959595859052 | 
| train | 0 | 4 | 179 | 1.9395812345875634 | 
| train | 0 | 4 | 199 | 1.9368173557519912 | 
| train | 0 | 4 | 219 | 1.93676222671162 | 
| train | 0 | 4 | 239 | 1.9370965257287025 | 
| train | 0 | 4 | 259 | 1.936885768175125 | 
| train | 0 | 4 | 279 | 1.9333862062011447 | 
| train | 0 | 4 | 299 | 1.9316066455841066 | 
| train | 0 | 4 | 319 | 1.93031928204 | 
| train | 0 | 4 | 339 | 1.926619658049415 | 
| train | 0 | 4 | 359 | 1.9248314092556635 | 
| train | 0 | 4 | 379 | 1.9264740984690816 | 
| train | 0 | 4 | 399 | 1.9259444981813432 | 
| train | 0 | 4 | 419 | 1.9262084092412677 | 
| train | 0 | 4 | 439 | 1.9262432033365422 | 
| train | 0 | 4 | 459 | 1.9263236595236737 | 
| train | 0 | 4 | 479 | 1.9260055758059025 | 
| train | 0 | 4 | 499 | 1.925670758008957 | 
| train | 0 | 4 | 519 | 1.9256126784361325 | 
| train | 0 | 4 | 539 | 1.9262504171442103 | 
| train | 0 | 4 | 559 | 1.9258016273379326 | 
| train | 0 | 4 | 579 | 1.9258700512606521 | 
| train | 0 | 4 | 599 | 1.9253430968523026 | 
| train | 0 | 4 | 619 | 1.925723736901437 | 
| train | 0 | 4 | 639 | 1.9272905848920345 | 
| train | 0 | 4 | 659 | 1.9283253341010123 | 
| train | 0 | 4 | 679 | 1.9291493466671776 | 
| train | 0 | 4 | 699 | 1.9274187403065817 | 
| train | 0 | 4 | 719 | 1.9277569603588847 | 
| train | 0 | 4 | 739 | 1.9267164541257393 | 
| train | 0 | 4 | 759 | 1.9262937964577425 | 
| train | 0 | 4 | 779 | 1.9278365219250704 | 
| train | 0 | 4 | 799 | 1.9273061472177506 | 
| train | 0 | 4 | 819 | 1.927187293767929 | 
| train | 0 | 4 | 839 | 1.9263252334935324 | 
| train | 0 | 4 | 859 | 1.925570658057235 | 
| train | 0 | 4 | 879 | 1.9264512094584378 | 
| train | 0 | 4 | 899 | 1.9270619869232177 | 
| train | 0 | 4 | 919 | 1.9279993129813153 | 
| train | 0 | 4 | 939 | 1.9274843524111078 | 
| train | 0 | 4 | 959 | 1.927306050558885 | 
| train | 0 | 4 | 979 | 1.9264182426491563 | 
| train | 0 | 4 | 999 | 1.9269231644868852 | 
| train | 0 | 4 | 1019 | 1.9271634729469524 | 
| train | 0 | 4 | 1039 | 1.9278914634998028 | 
| train | 0 | 4 | 1059 | 1.927430449904136 | 
| train | 0 | 4 | 1079 | 1.9273450898903388 | 
| train | 0 | 4 | 1099 | 1.9264489592205394 | 
| train | 0 | 4 | 1119 | 1.9266547186034066 | 
| train | 0 | 4 | 1139 | 1.9260246952374775 | 
| train | 0 | 4 | 1159 | 1.9252126833488201 | 
| train | 0 | 4 | 1179 | 1.9246452756857468 | 
| train | 0 | 4 | 1199 | 1.9254850124319394 | 
| train | 0 | 4 | 1219 | 1.9245576197006664 | 
| train | 0 | 4 | 1239 | 1.9238666155645925 | 
| train | 0 | 4 | 1259 | 1.9232189458514017 | 
| train | 0 | 4 | 1279 | 1.9236192376352848 | 
| train | 0 | 4 | 1299 | 1.9229847447688764 | 
| train | 0 | 4 | 1319 | 1.922339180111885 | 
| train | 0 | 4 | 1339 | 1.922151385848202 | 
| train | 0 | 4 | 1359 | 1.9220066208173248 | 
| train | 0 | 4 | 1379 | 1.9217947458011517 | 
| train | 0 | 4 | 1399 | 1.9222865514244352 | 
| train | 0 | 4 | 1419 | 1.9217172405249636 | 
| train | 0 | 4 | 1439 | 1.9217896058327621 | 
| train | 0 | 4 | 1459 | 1.921644114958097 | 
| train | 0 | 4 | 1479 | 1.921794090883152 | 
| train | 0 | 4 | 1499 | 1.9218711544672649 | 
| train | 0 | 4 | --- | 1.9210398781307534 | 
| val | 0 | 4 | --- | 1.9048517942428589 | 
| train | 0 | 5 | 19 | 1.9941660583019256 | 
| train | 0 | 5 | 39 | 1.9430454790592193 | 
| train | 0 | 5 | 59 | 1.950954016049703 | 
| train | 0 | 5 | 79 | 1.9478988334536553 | 
| train | 0 | 5 | 99 | 1.9362504744529725 | 
| train | 0 | 5 | 119 | 1.9347674896319706 | 
| train | 0 | 5 | 139 | 1.9397060419831957 | 
| train | 0 | 5 | 159 | 1.9303261153399944 | 
| train | 0 | 5 | 179 | 1.927556539244122 | 
| train | 0 | 5 | 199 | 1.921281127333641 | 
| train | 0 | 5 | 219 | 1.9197831083427777 | 
| train | 0 | 5 | 239 | 1.9215596497058869 | 
| train | 0 | 5 | 259 | 1.9180997807245987 | 
| train | 0 | 5 | 279 | 1.9142654699938637 | 
| train | 0 | 5 | 299 | 1.9123263585567474 | 
| train | 0 | 5 | 319 | 1.911494956165552 | 
| train | 0 | 5 | 339 | 1.907586764938691 | 
| train | 0 | 5 | 359 | 1.9077574408716627 | 
| train | 0 | 5 | 379 | 1.9087522936494727 | 
| train | 0 | 5 | 399 | 1.907012819647789 | 
| train | 0 | 5 | 419 | 1.9070744551363445 | 
| train | 0 | 5 | 439 | 1.9073649111119184 | 
| train | 0 | 5 | 459 | 1.907305191392484 | 
| train | 0 | 5 | 479 | 1.9071596816182137 | 
| train | 0 | 5 | 499 | 1.9074566481113433 | 
| train | 0 | 5 | 519 | 1.9076998194822898 | 
| train | 0 | 5 | 539 | 1.909455253901305 | 
| train | 0 | 5 | 559 | 1.9102390993918692 | 
| train | 0 | 5 | 579 | 1.9091823799856777 | 
| train | 0 | 5 | 599 | 1.9088041015466055 | 
| train | 0 | 5 | 619 | 1.9099560230009018 | 
| train | 0 | 5 | 639 | 1.9129850579425693 | 
| train | 0 | 5 | 659 | 1.9136446923920603 | 
| train | 0 | 5 | 679 | 1.913955147652065 | 
| train | 0 | 5 | 699 | 1.9129861193043844 | 
| train | 0 | 5 | 719 | 1.912942361500528 | 
| train | 0 | 5 | 739 | 1.913028126632845 | 
| train | 0 | 5 | 759 | 1.9130112804864583 | 
| train | 0 | 5 | 779 | 1.9143564788194802 | 
| train | 0 | 5 | 799 | 1.9140474432706833 | 
| train | 0 | 5 | 819 | 1.9128546642094124 | 
| train | 0 | 5 | 839 | 1.9117897222439448 | 
| train | 0 | 5 | 859 | 1.910439906702485 | 
| train | 0 | 5 | 879 | 1.9112990181554448 | 
| train | 0 | 5 | 899 | 1.9119994008541108 | 
| train | 0 | 5 | 919 | 1.9131105262300243 | 
| train | 0 | 5 | 939 | 1.9123102983261677 | 
| train | 0 | 5 | 959 | 1.9121478551377853 | 
| train | 0 | 5 | 979 | 1.9119562804698944 | 
| train | 0 | 5 | 999 | 1.912232397198677 | 
| train | 0 | 5 | 1019 | 1.9120701150566923 | 
| train | 0 | 5 | 1039 | 1.9124434436743076 | 
| train | 0 | 5 | 1059 | 1.9113520708848846 | 
| train | 0 | 5 | 1079 | 1.9111638172909065 | 
| train | 0 | 5 | 1099 | 1.911220910765908 | 
| train | 0 | 5 | 1119 | 1.9108829412077155 | 
| train | 0 | 5 | 1139 | 1.9109426687683975 | 
| train | 0 | 5 | 1159 | 1.909877913470926 | 
| train | 0 | 5 | 1179 | 1.9090104037422244 | 
| train | 0 | 5 | 1199 | 1.9090872997045516 | 
| train | 0 | 5 | 1219 | 1.9084345969020344 | 
| train | 0 | 5 | 1239 | 1.9080723503904957 | 
| train | 0 | 5 | 1259 | 1.9070201637252928 | 
| train | 0 | 5 | 1279 | 1.9069183151237667 | 
| train | 0 | 5 | 1299 | 1.9069753675277417 | 
| train | 0 | 5 | 1319 | 1.9064720487052744 | 
| train | 0 | 5 | 1339 | 1.9057976415797846 | 
| train | 0 | 5 | 1359 | 1.9058905708439209 | 
| train | 0 | 5 | 1379 | 1.905704640219177 | 
| train | 0 | 5 | 1399 | 1.9060000104563577 | 
| train | 0 | 5 | 1419 | 1.9053926911992087 | 
| train | 0 | 5 | 1439 | 1.9056938990950585 | 
| train | 0 | 5 | 1459 | 1.9054043704516268 | 
| train | 0 | 5 | 1479 | 1.905273492594023 | 
